Sales_Order_No,Customer_ID,FG_Item_ID,Ordered_Qty,Unit_Price,Order_Date,Requested_Delivery_Date,Sales_Status
SO00737,CUST026,FG0006,248,49852,2025-09-21,2025-10-01,Open
SO00738,CUST024,FG0060,82,24219,2025-01-03,2025-01-08,Released
SO00739,CUST040,FG0005,297,55127,2025-01-27,2025-02-16,Released
SO00740,CUST096,FG0017,83,41754,2025-12-01,2025-12-25,Open
SO00741,CUST054,FG0043,206,17927,2025-08-20,2025-09-12,Released
SO00742,CUST019,FG0015,124,14443,2025-12-22,2026-01-01,Released
SO00743,CUST063,FG0031,103,58817,2025-02-09,2025-02-26,Open
SO00744,CUST010,FG0066,22,51695,2025-10-21,2025-11-05,Shipped
SO00745,CUST031,FG0031,31,10261,2026-03-09,2026-03-18,Shipped
SO00746,CUST022,FG0032,143,76257,2025-12-13,2025-12-24,Shipped
SO00747,CUST092,FG0079,170,54575,2025-03-17,2025-04-02,Released
SO00748,CUST001,FG0011,80,75597,2026-01-08,2026-01-14,Released
SO00749,CUST002,FG0068,295,49832,2026-03-20,2026-04-02,Shipped
SO00750,CUST016,FG0011,285,21937,2025-05-15,2025-05-20,Shipped
SO00751,CUST082,FG0076,201,24875,2026-03-01,2026-03-21,Open
SO00752,CUST045,FG0081,27,41291,2025-10-26,2025-11-17,Open
SO00753,CUST037,FG0096,179,54316,2025-08-14,2025-08-26,Open
SO00754,CUST099,FG0020,253,31881,2025-05-01,2025-05-21,Shipped
SO00755,CUST018,FG0066,151,73157,2025-12-09,2025-12-14,Open
SO00756,CUST056,FG0085,158,30243,2025-03-19,2025-03-30,Released
SO00757,CUST051,FG0077,171,40735,2025-06-23,2025-07-13,Released
SO00758,CUST020,FG0008,134,52711,2026-03-08,2026-03-15,Open
SO00759,CUST034,FG0005,134,69886,2025-08-14,2025-09-07,Shipped
SO00760,CUST054,FG0099,299,55446,2026-04-17,2026-05-04,Released
SO00761,CUST010,FG0045,45,18327,2025-02-27,2025-03-21,Released
SO00762,CUST026,FG0029,10,78018,2025-06-17,2025-07-07,Open
SO00763,CUST073,FG0001,13,18079,2026-06-09,2026-06-23,Open
SO00764,CUST057,FG0072,254,42246,2026-05-05,2026-05-23,Released
SO00765,CUST030,FG0085,118,25922,2026-03-19,2026-03-29,Shipped
SO00766,CUST022,FG0024,206,64140,2026-04-11,2026-05-01,Open
SO00767,CUST095,FG0007,58,67998,2026-02-05,2026-02-12,Released
SO00768,CUST059,FG0012,135,58913,2026-05-28,2026-06-11,Open
SO00769,CUST063,FG0048,282,26221,2025-02-12,2025-03-02,Open
SO00770,CUST028,FG0003,277,76406,2025-08-16,2025-09-07,Shipped
SO00771,CUST046,FG0074,68,71745,2026-06-09,2026-06-23,Released
SO00772,CUST012,FG0017,14,27592,2025-02-18,2025-03-08,Shipped
SO00773,CUST093,FG0081,61,27420,2025-11-03,2025-11-09,Shipped
SO00774,CUST070,FG0086,135,53796,2026-05-07,2026-05-16,Shipped
SO00775,CUST075,FG0015,81,62231,2025-03-26,2025-04-19,Released
SO00776,CUST008,FG0073,190,74611,2026-01-22,2026-01-30,Shipped
SO00777,CUST001,FG0053,99,75219,2025-11-30,2025-12-24,Open
SO00778,CUST026,FG0049,279,59676,2026-05-17,2026-05-22,Released
SO00779,CUST052,FG0094,92,76222,2025-09-14,2025-09-27,Released
SO00780,CUST003,FG0100,84,49249,2025-06-29,2025-07-15,Shipped
SO00781,CUST038,FG0081,124,54879,2025-12-05,2025-12-14,Shipped
SO00782,CUST099,FG0056,177,55688,2025-04-09,2025-04-27,Shipped
SO00783,CUST009,FG0022,145,56876,2025-03-21,2025-03-29,Shipped
SO00784,CUST024,FG0084,203,31129,2026-03-30,2026-04-14,Shipped
SO00785,CUST003,FG0056,279,13350,2026-04-24,2026-05-02,Shipped
SO00786,CUST079,FG0020,73,55866,2025-04-21,2025-05-08,Shipped
SO00787,CUST055,FG0067,231,63589,2026-02-16,2026-03-04,Shipped
SO00788,CUST062,FG0098,291,31569,2026-01-21,2026-02-01,Released
SO00789,CUST039,FG0094,61,50158,2025-07-13,2025-07-26,Released
SO00790,CUST062,FG0060,150,59824,2025-05-05,2025-05-15,Released
SO00791,CUST040,FG0005,247,31533,2025-01-13,2025-01-19,Released
SO00792,CUST091,FG0008,259,71968,2025-04-06,2025-04-15,Open
SO00793,CUST062,FG0056,146,16949,2026-05-26,2026-06-04,Released
SO00794,CUST002,FG0013,81,64377,2026-02-05,2026-02-13,Released
SO00795,CUST025,FG0079,250,50175,2026-04-16,2026-05-10,Shipped
SO00796,CUST026,FG0074,129,16580,2025-06-01,2025-06-25,Shipped
SO00797,CUST026,FG0005,139,41008,2026-05-21,2026-05-30,Released
SO00798,CUST039,FG0068,278,52787,2026-03-18,2026-03-24,Open
SO00799,CUST093,FG0054,59,43050,2025-08-24,2025-09-10,Shipped
SO00800,CUST088,FG0035,139,43398,2025-12-08,2026-01-01,Open
SO00801,CUST077,FG0014,98,16825,2025-07-22,2025-08-03,Released
SO00802,CUST006,FG0073,228,57075,2026-04-20,2026-05-11,Released
SO00803,CUST062,FG0079,163,38071,2025-04-23,2025-05-12,Released
SO00804,CUST028,FG0022,106,47233,2025-02-21,2025-03-09,Released
SO00805,CUST070,FG0081,193,42220,2026-05-16,2026-05-24,Open
SO00806,CUST050,FG0029,255,53997,2026-01-22,2026-01-30,Shipped
SO00807,CUST061,FG0077,221,11670,2025-07-13,2025-08-07,Shipped
SO00808,CUST033,FG0040,119,55026,2026-02-28,2026-03-20,Shipped
SO00809,CUST080,FG0067,151,61406,2026-02-01,2026-02-06,Released
SO00810,CUST026,FG0041,77,56754,2025-01-18,2025-01-28,Released
SO00811,CUST097,FG0007,245,11091,2025-05-26,2025-06-10,Released
SO00812,CUST053,FG0017,252,20525,2025-11-06,2025-11-25,Released
SO00813,CUST058,FG0032,91,45532,2026-01-04,2026-01-16,Open
SO00814,CUST048,FG0044,90,54128,2025-07-19,2025-08-12,Shipped
SO00815,CUST090,FG0095,14,27363,2025-04-09,2025-04-18,Released
SO00816,CUST051,FG0064,100,24072,2025-03-25,2025-04-14,Shipped
SO00817,CUST098,FG0025,177,70456,2025-06-02,2025-06-15,Shipped
SO00818,CUST083,FG0071,140,61975,2025-08-23,2025-09-14,Open
SO00819,CUST089,FG0041,281,57560,2025-09-19,2025-10-07,Open
SO00820,CUST076,FG0054,198,12216,2025-04-09,2025-04-21,Shipped
SO00821,CUST051,FG0058,269,62519,2025-03-25,2025-03-31,Released
SO00822,CUST097,FG0031,108,35942,2025-09-22,2025-10-08,Released
SO00823,CUST073,FG0009,128,29700,2025-06-15,2025-07-04,Released
SO00824,CUST045,FG0092,235,22261,2025-03-16,2025-03-29,Open
SO00825,CUST032,FG0075,250,24810,2026-04-18,2026-04-30,Open
SO00826,CUST018,FG0037,49,45031,2025-01-14,2025-01-24,Released
SO00827,CUST013,FG0014,165,54804,2025-07-29,2025-08-19,Released
SO00828,CUST017,FG0086,17,44547,2025-06-17,2025-06-29,Shipped
SO00829,CUST041,FG0040,271,53667,2026-04-18,2026-05-12,Open
SO00830,CUST002,FG0079,242,43109,2026-03-18,2026-04-04,Released
SO00831,CUST090,FG0003,118,18762,2025-07-19,2025-07-28,Released
SO00832,CUST089,FG0074,62,23464,2025-09-16,2025-09-26,Open
SO00833,CUST050,FG0044,173,38213,2026-02-17,2026-03-06,Shipped
SO00834,CUST090,FG0036,224,51682,2025-06-16,2025-07-06,Open
SO00835,CUST082,FG0099,286,63296,2026-02-14,2026-03-03,Released
SO00836,CUST094,FG0049,85,51988,2026-05-20,2026-05-29,Open
SO00837,CUST034,FG0005,74,77082,2025-07-13,2025-08-06,Open
SO00838,CUST062,FG0048,249,17186,2025-09-18,2025-10-11,Open
SO00839,CUST079,FG0003,199,46218,2026-06-14,2026-07-02,Shipped
SO00840,CUST082,FG0031,217,67496,2025-04-12,2025-04-29,Open
SO00841,CUST064,FG0054,103,24929,2026-04-04,2026-04-10,Released
SO00842,CUST058,FG0038,116,46939,2025-10-31,2025-11-10,Shipped
SO00843,CUST066,FG0086,37,28637,2025-09-18,2025-09-27,Open
SO00844,CUST047,FG0054,192,20886,2025-03-01,2025-03-08,Open
SO00845,CUST045,FG0036,140,21528,2026-04-19,2026-05-14,Shipped
SO00846,CUST046,FG0037,296,65339,2026-03-14,2026-03-22,Released
SO00847,CUST013,FG0033,65,31300,2026-06-11,2026-06-23,Released
SO00848,CUST090,FG0091,138,35095,2025-10-28,2025-11-12,Released
SO00849,CUST080,FG0089,194,64253,2025-09-06,2025-09-16,Released
SO00850,CUST043,FG0073,196,75665,2025-08-27,2025-09-18,Open
SO00851,CUST017,FG0030,15,32997,2026-06-17,2026-07-02,Open
SO00852,CUST007,FG0070,216,11068,2026-04-15,2026-05-01,Shipped
SO00853,CUST045,FG0068,190,15288,2025-10-20,2025-11-02,Released
SO00854,CUST080,FG0019,45,58513,2025-05-17,2025-06-10,Released
SO00855,CUST001,FG0029,249,73753,2026-01-01,2026-01-24,Shipped
SO00856,CUST006,FG0088,65,67731,2025-11-14,2025-11-25,Open
SO00857,CUST060,FG0012,129,41862,2025-12-30,2026-01-09,Open
SO00858,CUST003,FG0044,149,59603,2025-08-01,2025-08-18,Released
SO00859,CUST027,FG0091,256,24611,2025-03-09,2025-03-14,Open
SO00860,CUST047,FG0073,152,44504,2025-01-21,2025-02-04,Released
SO00861,CUST035,FG0016,299,64381,2026-02-14,2026-03-01,Open
SO00862,CUST099,FG0078,234,58750,2026-04-27,2026-05-12,Shipped
SO00863,CUST048,FG0043,104,68849,2025-02-03,2025-02-20,Shipped
SO00864,CUST012,FG0072,83,32693,2026-03-19,2026-03-25,Open
SO00865,CUST019,FG0021,104,30469,2025-07-25,2025-08-05,Shipped
SO00866,CUST005,FG0063,61,37991,2026-06-15,2026-06-24,Open
SO00867,CUST001,FG0034,249,74700,2025-12-06,2025-12-31,Open
SO00868,CUST043,FG0012,82,15688,2026-01-14,2026-01-30,Shipped
SO00869,CUST027,FG0024,95,56576,2025-10-04,2025-10-23,Released
SO00870,CUST024,FG0091,259,74530,2025-03-23,2025-03-29,Shipped
SO00871,CUST012,FG0066,48,79154,2025-07-16,2025-07-23,Open
SO00872,CUST080,FG0017,20,79879,2026-02-21,2026-03-04,Open
SO00873,CUST044,FG0082,175,66504,2025-06-20,2025-07-07,Open
SO00874,CUST021,FG0003,178,15208,2025-03-24,2025-04-12,Open
SO00875,CUST002,FG0095,123,33574,2025-08-23,2025-09-17,Open
SO00876,CUST078,FG0012,10,28889,2025-09-03,2025-09-17,Released
SO00877,CUST017,FG0052,149,58591,2025-04-19,2025-04-29,Released
SO00878,CUST062,FG0015,46,32506,2025-06-17,2025-07-11,Shipped
SO00879,CUST022,FG0072,13,37114,2025-02-13,2025-03-01,Shipped
SO00880,CUST047,FG0062,25,31616,2025-09-20,2025-10-04,Shipped
SO00881,CUST063,FG0069,192,40388,2025-02-02,2025-02-23,Open
SO00882,CUST022,FG0080,141,15028,2025-12-19,2026-01-03,Shipped
SO00883,CUST074,FG0065,97,17055,2025-01-20,2025-02-05,Released
SO00884,CUST068,FG0088,26,17989,2025-05-06,2025-05-28,Shipped
SO00885,CUST068,FG0004,113,54036,2026-02-07,2026-02-28,Released
SO00886,CUST099,FG0074,273,75641,2026-02-02,2026-02-15,Shipped
SO00887,CUST049,FG0002,96,74611,2025-06-29,2025-07-18,Released
SO00888,CUST026,FG0007,196,51181,2026-06-01,2026-06-09,Shipped
SO00889,CUST077,FG0069,60,29678,2025-06-23,2025-07-14,Shipped
SO00890,CUST011,FG0021,204,39151,2025-10-06,2025-10-28,Released
SO00891,CUST076,FG0035,162,62921,2025-09-04,2025-09-14,Open
SO00892,CUST031,FG0068,124,56727,2026-02-23,2026-03-03,Released
SO00893,CUST080,FG0042,108,39697,2026-04-09,2026-04-24,Shipped
SO00894,CUST009,FG0051,142,63063,2026-04-08,2026-04-27,Shipped
SO00895,CUST074,FG0023,250,41334,2026-02-07,2026-02-13,Released
SO00896,CUST082,FG0089,289,29652,2026-06-24,2026-07-06,Released
SO00897,CUST008,FG0029,147,47335,2025-02-24,2025-03-13,Released
SO00898,CUST039,FG0034,247,62758,2025-07-22,2025-07-27,Shipped
SO00899,CUST086,FG0089,164,12232,2026-02-15,2026-03-07,Released
SO00900,CUST041,FG0045,14,36834,2025-11-22,2025-12-06,Released
SO00901,CUST006,FG0041,248,65112,2026-03-13,2026-04-07,Released
SO00902,CUST098,FG0050,102,69357,2026-02-07,2026-02-19,Released
SO00903,CUST093,FG0034,240,24062,2025-01-01,2025-01-12,Released
SO00904,CUST051,FG0058,139,74598,2026-06-16,2026-07-09,Released
SO00905,CUST058,FG0071,90,73521,2026-02-26,2026-03-19,Shipped
SO00906,CUST094,FG0051,31,59108,2025-12-29,2026-01-06,Open
SO00907,CUST032,FG0057,191,30401,2025-04-09,2025-05-03,Shipped
SO00908,CUST041,FG0088,259,67855,2025-05-31,2025-06-05,Shipped
SO00909,CUST045,FG0072,166,23608,2026-06-13,2026-06-20,Open
SO00910,CUST043,FG0023,181,31208,2025-03-19,2025-03-29,Released
SO00911,CUST027,FG0003,252,65066,2025-09-10,2025-09-16,Open
SO00912,CUST033,FG0070,278,38081,2026-03-27,2026-04-13,Open
SO00913,CUST046,FG0012,10,71844,2026-04-12,2026-04-26,Shipped
SO00914,CUST043,FG0090,101,36561,2025-01-17,2025-02-08,Released
SO00915,CUST054,FG0063,31,16801,2026-01-18,2026-02-02,Shipped
SO00916,CUST054,FG0072,128,17354,2025-07-13,2025-08-03,Released
SO00917,CUST055,FG0032,14,39497,2026-03-07,2026-03-30,Released
SO00918,CUST054,FG0030,66,28792,2026-01-21,2026-02-02,Released
SO00919,CUST024,FG0008,74,46791,2025-12-17,2025-12-26,Open
SO00920,CUST046,FG0002,155,56771,2026-04-15,2026-04-21,Shipped
SO00921,CUST045,FG0023,68,76664,2025-10-23,2025-11-14,Open
SO00922,CUST048,FG0049,54,57225,2025-08-11,2025-08-18,Shipped
SO00923,CUST056,FG0091,130,42411,2026-05-11,2026-06-01,Shipped
SO00924,CUST042,FG0082,274,20018,2026-02-26,2026-03-09,Shipped
SO00925,CUST086,FG0082,131,38499,2025-11-16,2025-11-28,Released
SO00926,CUST065,FG0081,136,55324,2026-02-23,2026-03-15,Shipped
SO00927,CUST080,FG0065,13,33052,2025-05-09,2025-05-29,Shipped
SO00928,CUST018,FG0040,287,26858,2026-06-19,2026-07-09,Open
SO00929,CUST065,FG0085,259,79533,2025-09-05,2025-09-20,Open
SO00930,CUST006,FG0057,153,29339,2025-12-20,2026-01-11,Released
SO00931,CUST036,FG0086,96,11725,2025-03-01,2025-03-10,Shipped
SO00932,CUST049,FG0013,125,20070,2025-07-28,2025-08-17,Open
SO00933,CUST010,FG0053,93,58306,2025-11-19,2025-11-25,Shipped
SO00934,CUST034,FG0005,35,77359,2025-09-15,2025-09-24,Shipped
SO00935,CUST012,FG0034,230,41824,2026-03-06,2026-03-20,Open
SO00936,CUST067,FG0021,186,57170,2026-01-11,2026-02-04,Open
SO00937,CUST060,FG0094,22,23761,2025-06-15,2025-06-27,Shipped
SO00938,CUST088,FG0043,165,48619,2025-01-07,2025-01-12,Open
SO00939,CUST100,FG0046,111,20778,2025-06-07,2025-06-17,Shipped
SO00940,CUST056,FG0038,11,40220,2026-03-29,2026-04-15,Released
SO00941,CUST063,FG0045,57,52863,2026-02-10,2026-02-26,Released
SO00942,CUST030,FG0054,65,25719,2025-01-09,2025-01-15,Shipped
SO00943,CUST062,FG0080,223,43125,2026-03-12,2026-03-18,Shipped
SO00944,CUST043,FG0090,33,20080,2025-08-13,2025-09-03,Released
SO00945,CUST077,FG0025,201,18846,2026-01-13,2026-01-25,Open
SO00946,CUST064,FG0095,46,61258,2026-01-12,2026-01-17,Released
SO00947,CUST058,FG0026,244,43502,2025-09-22,2025-10-11,Released
SO00948,CUST059,FG0059,243,67418,2025-02-03,2025-02-18,Shipped
SO00949,CUST027,FG0008,218,37505,2025-09-08,2025-09-25,Open
SO00950,CUST047,FG0081,84,32795,2025-01-23,2025-02-11,Shipped
SO00951,CUST088,FG0039,84,27778,2026-04-27,2026-05-16,Released
SO00952,CUST096,FG0098,244,27687,2025-10-03,2025-10-09,Released
SO00953,CUST036,FG0069,215,76081,2025-03-17,2025-04-02,Open
SO00954,CUST023,FG0039,124,60434,2025-01-24,2025-02-13,Released
SO00955,CUST089,FG0010,205,49618,2025-10-22,2025-11-05,Open
SO00956,CUST021,FG0100,108,30933,2025-07-31,2025-08-05,Released
SO00957,CUST096,FG0015,135,77985,2025-05-04,2025-05-18,Shipped
SO00958,CUST048,FG0026,158,73328,2025-11-13,2025-11-30,Released
SO00959,CUST071,FG0021,94,28380,2025-01-09,2025-01-18,Open
SO00960,CUST089,FG0004,284,73573,2026-05-18,2026-06-02,Open
SO00961,CUST043,FG0062,212,33006,2025-05-08,2025-05-13,Shipped
SO00962,CUST049,FG0077,145,76271,2025-06-24,2025-07-04,Shipped
SO00963,CUST058,FG0024,285,76190,2025-12-04,2025-12-27,Released
SO00964,CUST036,FG0046,54,55162,2025-03-25,2025-04-19,Released
SO00965,CUST016,FG0069,143,10318,2025-09-06,2025-09-15,Released
SO00966,CUST080,FG0048,262,16753,2025-03-16,2025-04-01,Shipped
SO00967,CUST100,FG0001,108,11408,2025-11-27,2025-12-05,Open
SO00968,CUST046,FG0037,223,61126,2026-04-13,2026-05-01,Shipped
SO00969,CUST022,FG0097,20,63381,2025-11-09,2025-11-26,Open
SO00970,CUST023,FG0006,20,39683,2026-01-20,2026-02-11,Open
SO00971,CUST090,FG0050,172,70429,2025-01-04,2025-01-27,Released
SO00972,CUST024,FG0036,137,50572,2025-04-29,2025-05-22,Open
SO00973,CUST061,FG0047,294,51635,2026-04-30,2026-05-24,Open
SO00974,CUST099,FG0061,95,50538,2026-05-29,2026-06-22,Shipped
SO00975,CUST008,FG0055,28,37440,2025-12-14,2025-12-20,Released
SO00976,CUST062,FG0029,132,29913,2025-09-16,2025-10-08,Open
SO00977,CUST084,FG0063,246,15663,2025-01-31,2025-02-19,Released
SO00978,CUST009,FG0014,296,45297,2026-06-22,2026-07-01,Open
SO00979,CUST099,FG0044,239,33665,2025-09-27,2025-10-15,Open
SO00980,CUST032,FG0066,66,78096,2025-04-20,2025-05-01,Released
SO00981,CUST074,FG0063,268,17595,2025-12-21,2025-12-30,Open
SO00982,CUST075,FG0046,113,48196,2026-01-05,2026-01-27,Released
SO00983,CUST078,FG0093,127,33546,2025-02-08,2025-02-17,Released
SO00984,CUST006,FG0048,266,53074,2025-11-03,2025-11-12,Open
SO00985,CUST084,FG0010,195,67923,2025-06-06,2025-06-11,Released
SO00986,CUST055,FG0034,74,63698,2026-01-06,2026-01-19,Released
SO00987,CUST063,FG0018,56,50419,2026-05-20,2026-05-30,Open
SO00988,CUST040,FG0087,99,79234,2026-05-29,2026-06-14,Released
SO00989,CUST063,FG0099,82,21855,2025-04-05,2025-04-14,Released
SO00990,CUST066,FG0061,49,77194,2025-09-02,2025-09-07,Released
SO00991,CUST094,FG0076,53,61246,2026-01-24,2026-02-16,Shipped
SO00992,CUST055,FG0021,234,17227,2025-06-16,2025-06-29,Shipped
SO00993,CUST068,FG0046,29,44101,2025-01-14,2025-02-02,Open
SO00994,CUST021,FG0060,113,22131,2025-06-04,2025-06-24,Shipped
SO00995,CUST074,FG0038,243,58462,2025-10-27,2025-11-16,Released
SO00996,CUST099,FG0021,123,11595,2025-04-12,2025-04-26,Shipped
SO00997,CUST028,FG0044,138,18961,2025-08-06,2025-08-24,Open
SO00998,CUST031,FG0003,277,62611,2025-05-25,2025-06-16,Released
SO00999,CUST053,FG0090,12,33675,2025-09-30,2025-10-15,Released
SO01000,CUST086,FG0077,144,15417,2025-05-08,2025-05-25,Open
SO01001,CUST027,FG0011,287,79786,2025-02-03,2025-02-20,Released
SO01002,CUST050,FG0071,262,77970,2025-09-09,2025-09-21,Open
SO01003,CUST022,FG0061,92,58401,2025-12-13,2026-01-05,Released
SO01004,CUST006,FG0023,81,26638,2025-12-22,2026-01-04,Shipped
SO01005,CUST076,FG0031,191,36307,2025-12-14,2025-12-27,Released
SO01006,CUST008,FG0100,73,57391,2025-04-20,2025-05-01,Released
SO01007,CUST069,FG0037,73,33268,2025-01-04,2025-01-17,Released
SO01008,CUST083,FG0058,191,38710,2025-04-12,2025-05-06,Released
SO01009,CUST068,FG0019,228,59785,2025-08-26,2025-09-14,Released
SO01010,CUST063,FG0058,61,44171,2026-04-03,2026-04-24,Open
SO01011,CUST043,FG0046,143,12844,2026-05-07,2026-06-01,Shipped
SO01012,CUST018,FG0083,260,13933,2025-02-12,2025-03-07,Open
SO01013,CUST040,FG0015,291,26879,2026-03-19,2026-04-03,Released
SO01014,CUST033,FG0085,255,22313,2025-02-01,2025-02-11,Open
SO01015,CUST081,FG0096,177,64967,2026-01-24,2026-02-03,Open
SO01016,CUST032,FG0065,173,12245,2025-12-05,2025-12-21,Open
SO01017,CUST021,FG0071,291,60583,2026-03-28,2026-04-03,Shipped
SO01018,CUST078,FG0075,104,56615,2025-09-07,2025-09-17,Released
SO01019,CUST003,FG0006,258,22881,2025-05-28,2025-06-11,Shipped
SO01020,CUST063,FG0012,146,28906,2026-03-21,2026-04-15,Released
SO01021,CUST059,FG0001,220,11703,2025-07-06,2025-07-27,Released
SO01022,CUST051,FG0027,277,48169,2026-04-06,2026-04-14,Shipped
SO01023,CUST050,FG0062,172,44833,2025-10-24,2025-11-06,Open
SO01024,CUST052,FG0093,299,27417,2026-02-27,2026-03-19,Shipped
SO01025,CUST012,FG0024,96,67032,2025-06-10,2025-06-23,Released
SO01026,CUST081,FG0020,30,32521,2025-03-17,2025-03-24,Released
SO01027,CUST048,FG0073,127,13227,2026-02-07,2026-02-18,Shipped
SO01028,CUST061,FG0011,210,22853,2025-07-31,2025-08-08,Released
SO01029,CUST078,FG0018,58,11548,2025-02-27,2025-03-18,Released
SO01030,CUST072,FG0060,137,40817,2025-09-09,2025-09-24,Released
SO01031,CUST098,FG0017,280,51600,2025-03-05,2025-03-20,Open
SO01032,CUST008,FG0064,127,53446,2025-10-11,2025-10-16,Open
SO01033,CUST071,FG0004,139,76796,2025-07-01,2025-07-20,Open
SO01034,CUST020,FG0012,195,34586,2025-06-03,2025-06-11,Shipped
SO01035,CUST041,FG0086,210,74764,2025-08-26,2025-08-31,Released
SO01036,CUST045,FG0033,128,49965,2025-10-29,2025-11-17,Shipped
SO01037,CUST027,FG0044,27,22424,2025-05-08,2025-05-15,Released
SO01038,CUST045,FG0022,293,60614,2026-04-22,2026-05-01,Shipped
SO01039,CUST023,FG0017,215,36409,2025-02-23,2025-03-13,Open
SO01040,CUST037,FG0059,164,61547,2025-05-01,2025-05-09,Open
SO01041,CUST015,FG0070,47,10483,2026-01-02,2026-01-13,Released
SO01042,CUST081,FG0084,294,46412,2025-02-07,2025-02-23,Shipped
SO01043,CUST073,FG0081,180,41147,2026-06-15,2026-07-09,Released
SO01044,CUST065,FG0010,230,56665,2025-11-23,2025-12-13,Shipped
SO01045,CUST025,FG0021,234,22289,2025-05-26,2025-06-03,Released
SO01046,CUST041,FG0028,171,73846,2026-05-21,2026-05-31,Shipped
SO01047,CUST033,FG0039,200,61101,2025-08-07,2025-08-18,Shipped
SO01048,CUST016,FG0073,107,58794,2025-09-03,2025-09-15,Shipped
SO01049,CUST079,FG0016,281,49840,2025-06-29,2025-07-06,Shipped
SO01050,CUST007,FG0074,164,10408,2025-06-06,2025-06-30,Released
SO01051,CUST041,FG0019,27,17928,2026-05-18,2026-06-06,Open
SO01052,CUST099,FG0033,97,17910,2026-03-25,2026-04-14,Open
SO01053,CUST075,FG0036,246,25290,2026-02-08,2026-02-19,Open
SO01054,CUST079,FG0041,84,27602,2026-04-04,2026-04-27,Released
SO01055,CUST019,FG0045,283,49122,2025-01-02,2025-01-08,Open
SO01056,CUST078,FG0096,183,58780,2025-10-17,2025-10-30,Open
SO01057,CUST069,FG0002,159,58747,2025-07-20,2025-08-06,Shipped
SO01058,CUST043,FG0075,273,48655,2025-01-17,2025-02-04,Released
SO01059,CUST066,FG0066,39,59997,2025-05-26,2025-06-16,Shipped
SO01060,CUST046,FG0075,114,67204,2025-10-11,2025-11-04,Shipped
SO01061,CUST022,FG0099,13,21688,2026-05-19,2026-05-27,Shipped
SO01062,CUST060,FG0052,242,66376,2026-05-03,2026-05-14,Open
SO01063,CUST041,FG0019,168,15010,2025-06-16,2025-07-09,Shipped
SO01064,CUST027,FG0007,289,20648,2025-10-18,2025-10-24,Open
SO01065,CUST095,FG0027,172,38866,2025-03-02,2025-03-14,Released
SO01066,CUST012,FG0039,23,58177,2026-05-09,2026-06-01,Released
SO01067,CUST003,FG0047,230,77533,2026-04-09,2026-05-02,Released
SO01068,CUST075,FG0095,136,64169,2026-04-23,2026-05-14,Released
SO01069,CUST093,FG0063,51,30519,2025-11-08,2025-11-13,Shipped
SO01070,CUST047,FG0049,204,62393,2026-05-18,2026-06-12,Released
SO01071,CUST052,FG0019,295,36176,2026-02-02,2026-02-20,Released
SO01072,CUST090,FG0080,136,31123,2025-04-08,2025-04-17,Released
SO01073,CUST096,FG0037,264,73723,2026-03-17,2026-03-25,Open
SO01074,CUST057,FG0099,92,68010,2026-05-23,2026-06-15,Released
SO01075,CUST089,FG0027,37,65161,2026-01-08,2026-01-15,Open
SO01076,CUST051,FG0052,196,22405,2026-03-10,2026-04-03,Open
SO01077,CUST079,FG0080,17,45292,2026-04-21,2026-05-10,Released
SO01078,CUST041,FG0039,110,24878,2025-07-05,2025-07-24,Open
SO01079,CUST052,FG0017,111,75105,2025-06-26,2025-07-05,Released
SO01080,CUST031,FG0010,64,18018,2025-02-04,2025-02-14,Shipped
SO01081,CUST001,FG0066,115,74418,2025-06-05,2025-06-22,Released
SO01082,CUST100,FG0080,150,45521,2025-06-03,2025-06-23,Shipped
SO01083,CUST086,FG0068,22,27187,2026-03-06,2026-03-16,Open
SO01084,CUST099,FG0094,51,39981,2025-08-25,2025-09-12,Open
SO01085,CUST095,FG0015,28,20410,2025-01-29,2025-02-05,Open
SO01086,CUST047,FG0097,90,64078,2025-01-09,2025-01-21,Open
SO01087,CUST005,FG0045,230,78394,2025-03-18,2025-03-28,Released
SO01088,CUST038,FG0088,254,47637,2026-06-25,2026-07-13,Released
SO01089,CUST078,FG0098,218,16013,2025-10-26,2025-11-11,Released
SO01090,CUST035,FG0067,277,50495,2025-09-08,2025-09-13,Open
SO01091,CUST083,FG0016,151,43629,2025-03-12,2025-03-29,Shipped
SO01092,CUST002,FG0018,103,15315,2025-10-23,2025-10-29,Released
SO01093,CUST053,FG0046,198,57660,2025-08-23,2025-09-08,Released
SO01094,CUST062,FG0089,50,35850,2025-09-03,2025-09-09,Released
SO01095,CUST098,FG0006,151,78647,2025-05-26,2025-06-07,Shipped
SO01096,CUST087,FG0063,144,33328,2025-02-26,2025-03-11,Open
SO01097,CUST004,FG0067,217,38190,2025-07-21,2025-07-31,Released
SO01098,CUST029,FG0088,124,39853,2025-10-26,2025-11-10,Shipped
SO01099,CUST055,FG0063,216,65985,2026-04-16,2026-05-02,Released
SO01100,CUST015,FG0094,150,59842,2025-08-01,2025-08-13,Open
SO01101,CUST070,FG0049,287,56755,2025-01-04,2025-01-14,Open
SO01102,CUST063,FG0018,113,25616,2026-04-30,2026-05-10,Open
SO01103,CUST076,FG0075,79,40132,2025-10-05,2025-10-30,Open
SO01104,CUST067,FG0008,294,71822,2025-04-12,2025-04-28,Released
SO01105,CUST077,FG0073,255,56752,2025-04-23,2025-05-15,Shipped
SO01106,CUST068,FG0002,176,65216,2025-07-07,2025-07-23,Open
