Prod_Order_No,Component_Item_ID,Required_Qty,Available_Qty,Shortage_Qty
MO00726,RM0462,1415,524,891
MO00726,RM0278,2264,721,1543
MO00727,RM0112,380,328,52
MO00727,RM0246,380,269,111
MO00727,RM0160,760,374,386
MO00727,RM0207,1520,282,1238
MO00727,RM0312,2280,1708,572
MO00728,RM0374,894,865,29
MO00728,RM0249,596,185,411
MO00728,RM0140,149,7,142
MO00728,RM0251,149,39,110
MO00728,RM0157,745,691,54
MO00728,RM0244,298,33,265
MO00728,RM0150,298,22,276
MO00728,RM0293,596,520,76
MO00729,RM0306,1788,625,1163
MO00729,RM0318,298,30,268
MO00729,RM0457,596,288,308
MO00729,RM0228,1788,1341,447
MO00729,RM0179,596,48,548
MO00729,RM0203,298,84,214
MO00729,RM0208,2086,1503,583
MO00730,RM0374,1412,1060,352
MO00730,RM0444,1059,1040,19
MO00730,RM0117,706,686,20
MO00730,RM0458,706,499,207
MO00730,RM0210,706,619,87
MO00730,RM0153,1765,1632,133
MO00731,RM0374,1944,0,1944
MO00731,RM0249,1296,1115,181
MO00731,RM0140,324,295,29
MO00731,RM0251,324,59,265
MO00731,RM0157,1620,1189,431
MO00731,RM0244,648,393,255
MO00731,RM0150,648,323,325
MO00731,RM0293,1296,1019,277
MO00732,RM0139,230,158,72
MO00732,RM0123,368,190,178
MO00732,RM0285,92,54,38
MO00732,RM0461,138,2,136
MO00732,RM0426,276,133,143
MO00732,RM0113,138,126,12
MO00732,RM0220,92,2,90
MO00733,RM0341,1052,1051,1
MO00733,RM0377,1052,1038,14
MO00733,RM0436,1052,395,657
MO00733,RM0150,1578,31,1547
MO00733,RM0128,2104,2025,79
MO00733,RM0251,1841,221,1620
MO00733,RM0387,1315,300,1015
MO00734,RM0279,879,176,703
MO00734,RM0237,1172,333,839
MO00734,RM0427,1465,1313,152
MO00734,RM0393,1172,1044,128
MO00734,RM0397,586,541,45
MO00734,RM0428,293,11,282
MO00734,RM0417,2344,2020,324
MO00734,RM0307,1758,324,1434
MO00735,RM0169,1555,590,965
MO00735,RM0338,1866,1373,493
MO00735,RM0482,311,205,106
MO00735,RM0318,2177,1670,507
MO00735,RM0187,2488,37,2451
MO00736,RM0367,323,66,257
MO00736,RM0389,2261,264,1997
MO00736,RM0232,1615,1546,69
MO00736,RM0400,2261,1224,1037
MO00736,RM0429,646,78,568
MO00736,RM0143,323,246,77
MO00737,RM0111,279,69,210
MO00737,RM0476,1953,1522,431
MO00737,RM0486,1395,1260,135
MO00737,RM0234,837,731,106
MO00737,RM0422,1116,1106,10
MO00737,RM0352,558,211,347
MO00738,RM0153,1536,572,964
MO00738,RM0192,1344,408,936
MO00738,RM0390,960,778,182
MO00738,RM0413,1536,1071,465
MO00738,RM0323,1536,174,1362
MO00738,RM0118,192,93,99
MO00738,RM0304,960,170,790
MO00739,RM0279,1596,751,845
MO00739,RM0236,1197,984,213
MO00739,RM0464,399,398,1
MO00739,RM0233,1995,1978,17
MO00740,RM0433,666,344,322
MO00740,RM0110,666,333,333
MO00740,RM0251,2664,2494,170
MO00740,RM0479,2664,1398,1266
MO00740,RM0273,666,53,613
MO00740,RM0235,2664,2379,285
MO00741,RM0381,2142,320,1822
MO00741,RM0277,612,268,344
MO00741,RM0112,2448,1294,1154
MO00741,RM0352,612,470,142
MO00741,RM0191,1836,1687,149
MO00741,RM0255,306,33,273
MO00741,RM0325,1224,345,879
MO00742,RM0425,1320,1291,29
MO00742,RM0290,1056,234,822
MO00742,RM0199,2112,816,1296
MO00742,RM0396,1584,373,1211
MO00742,RM0386,1320,1188,132
MO00742,RM0390,792,379,413
MO00742,RM0113,528,345,183
MO00743,RM0153,480,420,60
MO00743,RM0192,420,144,276
MO00743,RM0390,300,39,261
MO00743,RM0413,480,144,336
MO00743,RM0323,480,287,193
MO00743,RM0118,60,42,18
MO00743,RM0304,300,202,98
MO00744,RM0113,694,105,589
MO00744,RM0466,1388,1149,239
MO00744,RM0500,2429,2196,233
MO00744,RM0450,1388,1334,54
MO00744,RM0424,1735,1167,568
MO00745,RM0284,2488,852,1636
MO00745,RM0266,933,240,693
MO00745,RM0275,2177,884,1293
MO00745,RM0486,2488,694,1794
MO00745,RM0462,1555,1096,459
MO00745,RM0278,2488,1635,853
MO00746,RM0185,618,475,143
MO00746,RM0131,103,49,54
MO00746,RM0167,206,3,203
MO00746,RM0151,103,31,72
MO00747,RM0456,387,279,108
MO00747,RM0178,774,351,423
MO00747,RM0387,1935,209,1726
MO00747,RM0473,387,110,277
MO00748,RM0366,520,398,122
MO00748,RM0290,1560,531,1029
MO00748,RM0490,260,160,100
MO00748,RM0312,2080,960,1120
MO00748,RM0235,1040,975,65
MO00748,RM0234,260,11,249
MO00748,RM0454,1560,40,1520
MO00748,RM0476,2080,295,1785
MO00749,RM0109,318,72,246
MO00749,RM0329,2544,2134,410
MO00749,RM0276,1590,760,830
MO00749,RM0423,636,239,397
MO00749,RM0134,636,77,559
MO00749,RM0153,1272,621,651
MO00749,RM0485,636,127,509
MO00749,RM0315,1908,599,1309
MO00750,RM0378,222,81,141
MO00750,RM0446,518,375,143
MO00750,RM0290,148,36,112
MO00750,RM0427,444,238,206
MO00750,RM0231,148,18,130
MO00751,RM0410,570,127,443
MO00751,RM0470,684,413,271
MO00751,RM0457,228,126,102
MO00751,RM0319,456,401,55
MO00751,RM0110,798,570,228
MO00751,RM0246,456,410,46
MO00751,RM0426,342,298,44
MO00752,RM0222,968,844,124
MO00752,RM0485,1694,1472,222
MO00752,RM0181,1210,110,1100
MO00752,RM0224,484,55,429
MO00752,RM0420,1210,1012,198
MO00752,RM0332,968,631,337
MO00753,RM0169,890,673,217
MO00753,RM0338,1068,956,112
MO00753,RM0482,178,163,15
MO00753,RM0318,1246,967,279
MO00753,RM0187,1424,444,980
MO00754,RM0179,93,75,18
MO00754,RM0191,186,100,86
MO00754,RM0465,62,54,8
MO00754,RM0119,62,28,34
MO00755,RM0239,384,224,160
MO00755,RM0237,64,37,27
MO00755,RM0303,192,51,141
MO00755,RM0468,128,22,106
MO00755,RM0191,192,12,180
MO00755,RM0463,512,106,406
MO00756,RM0247,1280,112,1168
MO00756,RM0435,320,151,169
MO00756,RM0336,160,4,156
MO00756,RM0107,800,508,292
MO00756,RM0458,1120,431,689
MO00756,RM0460,1120,1092,28
MO00756,RM0487,1120,274,846
MO00756,RM0292,160,21,139
MO00757,RM0439,1455,409,1046
MO00757,RM0423,873,560,313
MO00757,RM0473,2328,1931,397
MO00757,RM0305,1746,990,756
MO00757,RM0287,2037,18,2019
MO00757,RM0348,873,108,765
MO00758,RM0250,1132,1049,83
MO00758,RM0475,1132,882,250
MO00758,RM0402,1415,120,1295
MO00758,RM0199,566,205,361
MO00758,RM0431,566,380,186
MO00758,RM0458,1132,635,497
MO00758,RM0383,1132,297,835
MO00758,RM0219,2264,1430,834
MO00759,RM0140,1614,985,629
MO00759,RM0460,807,603,204
MO00759,RM0108,2152,2139,13
MO00759,RM0224,807,803,4
MO00760,RM0446,441,410,31
MO00760,RM0312,504,49,455
MO00760,RM0229,378,213,165
MO00760,RM0121,315,151,164
MO00760,RM0462,315,189,126
MO00760,RM0425,441,146,295
MO00760,RM0255,252,19,233
MO00761,RM0328,390,200,190
MO00761,RM0306,585,194,391
MO00761,RM0315,585,123,462
MO00761,RM0296,1365,1228,137
MO00761,RM0113,1560,1464,96
MO00761,RM0378,1560,135,1425
MO00761,RM0363,1560,991,569
MO00761,RM0165,1560,352,1208
MO00762,RM0154,153,121,32
MO00762,RM0468,153,89,64
MO00762,RM0355,357,144,213
MO00762,RM0325,306,229,77
MO00763,RM0120,516,424,92
MO00763,RM0486,129,80,49
MO00763,RM0462,258,175,83
MO00763,RM0393,645,75,570
MO00763,RM0153,1032,103,929
MO00764,RM0109,330,190,140
MO00764,RM0329,2640,993,1647
MO00764,RM0276,1650,1193,457
MO00764,RM0423,660,324,336
MO00764,RM0134,660,557,103
MO00764,RM0153,1320,779,541
MO00764,RM0485,660,441,219
MO00764,RM0315,1980,1881,99
MO00765,RM0199,84,76,8
MO00765,RM0300,168,126,42
MO00765,RM0235,28,21,7
MO00765,RM0221,140,104,36
MO00765,RM0334,112,66,46
MO00766,RM0370,1446,309,1137
MO00766,RM0102,1205,376,829
MO00766,RM0318,723,128,595
MO00766,RM0310,241,29,212
MO00766,RM0494,241,145,96
MO00767,RM0367,228,60,168
MO00767,RM0389,1596,1591,5
MO00767,RM0232,1140,395,745
MO00767,RM0400,1596,216,1380
MO00767,RM0429,456,267,189
MO00767,RM0143,228,104,124
MO00768,RM0372,655,262,393
MO00768,RM0127,524,203,321
MO00768,RM0346,786,399,387
MO00768,RM0444,1048,410,638
MO00769,RM0446,651,583,68
MO00769,RM0461,93,20,73
MO00769,RM0388,465,297,168
MO00769,RM0246,744,304,440
MO00769,RM0299,372,364,8
MO00769,RM0258,279,125,154
MO00769,RM0486,465,230,235
MO00770,RM0290,648,283,365
MO00770,RM0193,1296,112,1184
MO00770,RM0271,324,107,217
MO00770,RM0315,1134,56,1078
MO00771,RM0149,695,45,650
MO00771,RM0291,278,98,180
MO00771,RM0184,834,152,682
MO00771,RM0462,973,196,777
MO00771,RM0459,139,114,25
MO00771,RM0251,973,741,232
MO00771,RM0329,1112,79,1033
MO00772,RM0381,2310,1908,402
MO00772,RM0277,660,77,583
MO00772,RM0112,2640,1443,1197
MO00772,RM0352,660,231,429
MO00772,RM0191,1980,224,1756
MO00772,RM0255,330,52,278
MO00772,RM0325,1320,616,704
MO00773,RM0405,171,90,81
MO00773,RM0214,399,357,42
MO00773,RM0331,342,313,29
MO00773,RM0462,114,97,17
MO00774,RM0349,455,125,330
MO00774,RM0491,520,152,368
MO00774,RM0290,130,35,95
MO00774,RM0180,195,80,115
MO00774,RM0150,195,126,69
MO00774,RM0296,130,37,93
MO00774,RM0288,260,245,15
MO00775,RM0279,150,143,7
MO00775,RM0237,200,161,39
MO00775,RM0427,250,41,209
MO00775,RM0393,200,93,107
MO00775,RM0397,100,61,39
MO00775,RM0428,50,38,12
MO00775,RM0417,400,143,257
MO00775,RM0307,300,25,275
MO00776,RM0185,1524,267,1257
MO00776,RM0131,254,144,110
MO00776,RM0167,508,286,222
MO00776,RM0151,254,236,18
MO00777,RM0238,192,179,13
MO00777,RM0176,120,60,60
MO00777,RM0459,120,58,62
MO00777,RM0104,120,62,58
MO00777,RM0445,168,51,117
MO00777,RM0212,96,42,54
MO00778,RM0219,1813,1435,378
MO00778,RM0131,2072,1987,85
MO00778,RM0184,1295,485,810
MO00778,RM0224,2072,1944,128
MO00778,RM0340,1813,1181,632
MO00778,RM0403,259,95,164
MO00778,RM0232,1036,351,685
MO00779,RM0154,105,51,54
MO00779,RM0468,105,27,78
MO00779,RM0355,245,16,229
MO00779,RM0325,210,153,57
MO00780,RM0441,1488,1472,16
MO00780,RM0400,1488,863,625
MO00780,RM0274,744,585,159
MO00780,RM0261,496,338,158
MO00780,RM0342,496,190,306
MO00781,RM0290,376,202,174
MO00781,RM0193,752,296,456
MO00781,RM0271,188,27,161
MO00781,RM0315,658,303,355
MO00782,RM0396,1626,429,1197
MO00782,RM0267,1897,1646,251
MO00782,RM0131,1355,310,1045
MO00782,RM0296,1084,1072,12
MO00782,RM0392,1355,917,438
MO00783,RM0140,759,501,258
MO00783,RM0320,253,26,227
MO00783,RM0457,1771,1554,217
MO00783,RM0184,1771,1384,387
MO00783,RM0368,506,8,498
MO00783,RM0285,506,238,268
MO00784,RM0374,2028,554,1474
MO00784,RM0249,1352,1132,220
MO00784,RM0140,338,192,146
MO00784,RM0251,338,146,192
MO00784,RM0157,1690,606,1084
MO00784,RM0244,676,304,372
MO00784,RM0150,676,645,31
MO00784,RM0293,1352,103,1249
MO00785,RM0191,379,272,107
MO00785,RM0409,1137,880,257
MO00785,RM0445,1516,960,556
MO00785,RM0127,3032,190,2842
MO00786,RM0145,2528,562,1966
MO00786,RM0156,1580,90,1490
MO00786,RM0446,1264,97,1167
MO00786,RM0224,948,547,401
MO00786,RM0434,1580,1013,567
MO00787,RM0103,1635,1440,195
MO00787,RM0393,327,53,274
MO00787,RM0237,2616,1194,1422
MO00787,RM0203,1635,1155,480
MO00787,RM0102,327,206,121
MO00787,RM0177,1308,368,940
MO00788,RM0139,935,207,728
MO00788,RM0123,1496,1129,367
MO00788,RM0285,374,252,122
MO00788,RM0461,561,346,215
MO00788,RM0426,1122,165,957
MO00788,RM0113,561,478,83
MO00788,RM0220,374,63,311
MO00789,RM0126,1730,1544,186
MO00789,RM0302,2768,484,2284
MO00789,RM0107,692,177,515
MO00789,RM0345,2768,1864,904
MO00789,RM0445,2422,2310,112
MO00790,RM0250,252,118,134
MO00790,RM0475,252,78,174
MO00790,RM0402,315,291,24
MO00790,RM0199,126,97,29
MO00790,RM0431,126,23,103
MO00790,RM0458,252,141,111
MO00790,RM0383,252,153,99
MO00790,RM0219,504,35,469
MO00791,RM0451,513,36,477
MO00791,RM0412,855,622,233
MO00791,RM0120,1197,786,411
MO00791,RM0204,171,154,17
MO00791,RM0145,1197,317,880
MO00792,RM0185,750,153,597
MO00792,RM0131,125,117,8
MO00792,RM0167,250,166,84
MO00792,RM0151,125,56,69
MO00793,RM0372,465,117,348
MO00793,RM0127,372,232,140
MO00793,RM0346,558,49,509
MO00793,RM0444,744,282,462
MO00794,RM0366,144,65,79
MO00794,RM0290,432,73,359
MO00794,RM0490,72,48,24
MO00794,RM0312,576,245,331
MO00794,RM0235,288,277,11
MO00794,RM0234,72,28,44
MO00794,RM0454,432,59,373
MO00794,RM0476,576,452,124
MO00795,RM0219,1180,938,242
MO00795,RM0351,472,385,87
MO00795,RM0461,236,120,116
MO00795,RM0347,236,183,53
MO00795,RM0399,236,77,159
MO00795,RM0161,1652,1391,261
MO00795,RM0293,1180,86,1094
MO00796,RM0219,230,9,221
MO00796,RM0351,92,23,69
MO00796,RM0461,46,28,18
MO00796,RM0347,46,12,34
MO00796,RM0399,46,42,4
MO00796,RM0161,322,52,270
MO00796,RM0293,230,155,75
MO00797,RM0466,2832,1002,1830
MO00797,RM0482,2124,1810,314
MO00797,RM0342,2124,1948,176
MO00797,RM0172,2478,2194,284
MO00797,RM0130,708,347,361
MO00798,RM0387,1992,49,1943
MO00798,RM0191,996,683,313
MO00798,RM0481,2324,2096,228
MO00798,RM0239,664,447,217
MO00798,RM0372,996,536,460
MO00798,RM0256,1328,334,994
MO00798,RM0154,1992,755,1237
MO00798,RM0278,332,113,219
MO00799,RM0382,808,139,669
MO00799,RM0107,404,190,214
MO00799,RM0143,303,218,85
MO00799,RM0269,606,452,154
MO00799,RM0243,303,136,167
MO00799,RM0284,808,188,620
MO00799,RM0356,202,179,23
MO00799,RM0319,303,23,280
MO00800,RM0140,912,252,660
MO00800,RM0460,456,3,453
MO00800,RM0108,1216,817,399
MO00800,RM0224,456,456,0
MO00801,RM0451,804,335,469
MO00801,RM0412,1340,265,1075
MO00801,RM0120,1876,1412,464
MO00801,RM0204,268,224,44
MO00801,RM0145,1876,1584,292
MO00802,RM0378,597,471,126
MO00802,RM0446,1393,642,751
MO00802,RM0290,398,342,56
MO00802,RM0427,1194,1019,175
MO00802,RM0231,398,369,29
MO00803,RM0445,712,518,194
MO00803,RM0234,712,218,494
MO00803,RM0415,178,110,68
MO00803,RM0368,890,769,121
MO00803,RM0241,178,133,45
MO00803,RM0426,890,422,468
MO00803,RM0454,356,309,47
MO00803,RM0346,178,21,157
MO00804,RM0128,680,468,212
MO00804,RM0227,1088,274,814
MO00804,RM0205,680,517,163
MO00804,RM0188,544,446,98
MO00804,RM0337,408,360,48
MO00804,RM0334,544,520,24
MO00804,RM0435,816,548,268
MO00804,RM0208,816,420,396
MO00805,RM0136,108,94,14
MO00805,RM0461,180,149,31
MO00805,RM0247,288,288,0
MO00805,RM0241,36,29,7
MO00806,RM0451,933,907,26
MO00806,RM0412,1555,1125,430
MO00806,RM0120,2177,1016,1161
MO00806,RM0204,311,102,209
MO00806,RM0145,2177,448,1729
MO00807,RM0372,1900,672,1228
MO00807,RM0127,1520,977,543
MO00807,RM0346,2280,2018,262
MO00807,RM0444,3040,2980,60
MO00808,RM0323,888,187,701
MO00808,RM0385,777,149,628
MO00808,RM0347,888,807,81
MO00808,RM0329,666,122,544
MO00808,RM0364,777,693,84
MO00808,RM0276,777,135,642
MO00809,RM0103,1040,693,347
MO00809,RM0393,208,8,200
MO00809,RM0237,1664,1612,52
MO00809,RM0203,1040,211,829
MO00809,RM0102,208,193,15
MO00809,RM0177,832,424,408
MO00810,RM0433,642,425,217
MO00810,RM0110,642,66,576
MO00810,RM0251,2568,2285,283
MO00810,RM0479,2568,3,2565
MO00810,RM0273,642,26,616
MO00810,RM0235,2568,2433,135
MO00811,RM0179,1107,109,998
MO00811,RM0191,2214,393,1821
MO00811,RM0465,738,644,94
MO00811,RM0119,738,582,156
MO00812,RM0250,704,83,621
MO00812,RM0475,704,657,47
MO00812,RM0402,880,438,442
MO00812,RM0199,352,253,99
MO00812,RM0431,352,11,341
MO00812,RM0458,704,473,231
MO00812,RM0383,704,228,476
MO00812,RM0219,1408,1057,351
MO00813,RM0490,750,50,700
MO00813,RM0180,750,386,364
MO00813,RM0119,600,542,58
MO00813,RM0136,1200,435,765
MO00813,RM0416,900,461,439
MO00813,RM0134,450,229,221
MO00813,RM0432,450,215,235
MO00813,RM0303,900,798,102
MO00814,RM0219,1197,446,751
MO00814,RM0131,1368,965,403
MO00814,RM0184,855,714,141
MO00814,RM0224,1368,130,1238
MO00814,RM0340,1197,1172,25
MO00814,RM0403,171,72,99
MO00814,RM0232,684,19,665
MO00815,RM0169,840,768,72
MO00815,RM0338,1008,158,850
MO00815,RM0482,168,165,3
MO00815,RM0318,1176,279,897
MO00815,RM0187,1344,1206,138
MO00816,RM0191,354,71,283
MO00816,RM0409,1062,273,789
MO00816,RM0445,1416,366,1050
MO00816,RM0127,2832,1617,1215
MO00817,RM0145,240,72,168
MO00817,RM0156,150,40,110
MO00817,RM0446,120,4,116
MO00817,RM0224,90,10,80
MO00817,RM0434,150,111,39
MO00818,RM0154,498,487,11
MO00818,RM0468,498,355,143
MO00818,RM0355,1162,1115,47
MO00818,RM0325,996,301,695
MO00819,RM0456,362,262,100
MO00819,RM0178,724,528,196
MO00819,RM0387,1810,1371,439
MO00819,RM0473,362,87,275
MO00820,RM0433,132,46,86
MO00820,RM0110,132,76,56
MO00820,RM0251,528,497,31
MO00820,RM0479,528,402,126
MO00820,RM0273,132,30,102
MO00820,RM0235,528,487,41
MO00821,RM0474,2380,1454,926
MO00821,RM0328,2720,1268,1452
MO00821,RM0187,2380,4,2376
MO00821,RM0450,1020,386,634
MO00821,RM0333,1360,1062,298
MO00821,RM0230,1700,164,1536
MO00821,RM0199,1700,495,1205
MO00821,RM0334,1360,916,444
MO00822,RM0149,910,125,785
MO00822,RM0291,364,202,162
MO00822,RM0184,1092,968,124
MO00822,RM0462,1274,1212,62
MO00822,RM0459,182,92,90
MO00822,RM0251,1274,527,747
MO00822,RM0329,1456,705,751
MO00823,RM0192,1048,274,774
MO00823,RM0346,131,12,119
MO00823,RM0126,917,522,395
MO00823,RM0484,131,18,113
MO00823,RM0286,131,58,73
MO00823,RM0416,1048,87,961
MO00823,RM0371,917,201,716
MO00823,RM0344,262,6,256
MO00824,RM0237,366,278,88
MO00824,RM0317,183,136,47
MO00824,RM0304,183,129,54
MO00824,RM0161,122,13,109
MO00824,RM0118,305,2,303
MO00824,RM0160,244,131,113
MO00824,RM0427,305,169,136
MO00825,RM0439,100,21,79
MO00825,RM0423,60,38,22
MO00825,RM0473,160,69,91
MO00825,RM0305,120,120,0
MO00825,RM0287,140,68,72
MO00825,RM0348,60,52,8
MO00826,RM0169,1290,851,439
MO00826,RM0338,1548,1402,146
MO00826,RM0482,258,171,87
MO00826,RM0318,1806,1717,89
MO00826,RM0187,2064,1690,374
MO00827,RM0191,67,46,21
MO00827,RM0409,201,164,37
MO00827,RM0445,268,224,44
MO00827,RM0127,536,307,229
MO00828,RM0258,2303,1652,651
MO00828,RM0151,1974,1961,13
MO00828,RM0369,1974,1215,759
MO00828,RM0114,658,443,215
MO00828,RM0215,2632,1593,1039
MO00828,RM0289,2303,953,1350
MO00829,RM0141,192,183,9
MO00829,RM0130,144,12,132
MO00829,RM0419,48,42,6
MO00829,RM0275,168,109,59
MO00829,RM0302,144,1,143
MO00830,RM0171,498,199,299
MO00830,RM0397,1992,980,1012
MO00830,RM0363,1992,1802,190
MO00830,RM0109,1743,1653,90
MO00830,RM0168,1494,1491,3
MO00830,RM0120,1992,1934,58
MO00830,RM0456,1245,211,1034
MO00830,RM0125,249,172,77
MO00831,RM0456,341,302,39
MO00831,RM0178,682,188,494
MO00831,RM0387,1705,244,1461
MO00831,RM0473,341,40,301
MO00832,RM0340,2471,2428,43
MO00832,RM0154,2471,1984,487
MO00832,RM0443,1412,164,1248
MO00832,RM0206,2471,2331,140
MO00832,RM0200,2471,581,1890
MO00832,RM0175,1412,734,678
MO00832,RM0123,2471,840,1631
MO00833,RM0139,670,615,55
MO00833,RM0123,1072,478,594
MO00833,RM0285,268,23,245
MO00833,RM0461,402,325,77
MO00833,RM0426,804,406,398
MO00833,RM0113,402,98,304
MO00833,RM0220,268,250,18
MO00834,RM0441,504,312,192
MO00834,RM0400,504,504,0
MO00834,RM0274,252,87,165
MO00834,RM0261,168,90,78
MO00834,RM0342,168,91,77
MO00835,RM0215,640,358,282
MO00835,RM0202,768,404,364
MO00835,RM0139,768,751,17
MO00835,RM0404,640,363,277
MO00835,RM0331,128,128,0
MO00835,RM0157,1024,145,879
MO00835,RM0152,256,202,54
MO00835,RM0147,384,65,319
MO00836,RM0282,522,105,417
MO00836,RM0208,1044,921,123
MO00836,RM0414,522,299,223
MO00836,RM0477,1044,756,288
MO00836,RM0436,870,532,338
MO00836,RM0446,522,88,434
MO00836,RM0289,696,332,364
MO00837,RM0328,102,25,77
MO00837,RM0306,153,127,26
MO00837,RM0315,153,84,69
MO00837,RM0296,357,197,160
MO00837,RM0113,408,184,224
MO00837,RM0378,408,2,406
MO00837,RM0363,408,384,24
MO00837,RM0165,408,396,12
MO00838,RM0343,154,19,135
MO00838,RM0447,88,57,31
MO00838,RM0473,66,40,26
MO00838,RM0141,176,114,62
MO00838,RM0484,176,157,19
MO00838,RM0375,154,137,17
MO00838,RM0396,88,54,34
MO00838,RM0490,176,128,48
MO00839,RM0446,1205,49,1156
MO00839,RM0164,1446,332,1114
MO00839,RM0184,964,899,65
MO00839,RM0112,964,278,686
MO00839,RM0300,1446,675,771
MO00840,RM0340,1344,1215,129
MO00840,RM0154,1344,634,710
MO00840,RM0443,768,135,633
MO00840,RM0206,1344,1182,162
MO00840,RM0200,1344,387,957
MO00840,RM0175,768,497,271
MO00840,RM0123,1344,915,429
MO00841,RM0341,368,282,86
MO00841,RM0377,368,134,234
MO00841,RM0436,368,69,299
MO00841,RM0150,552,240,312
MO00841,RM0128,736,201,535
MO00841,RM0251,644,594,50
MO00841,RM0387,460,132,328
MO00842,RM0466,2584,2113,471
MO00842,RM0482,1938,414,1524
MO00842,RM0342,1938,1303,635
MO00842,RM0172,2261,416,1845
MO00842,RM0130,646,506,140
MO00843,RM0340,1946,1777,169
MO00843,RM0154,1946,1935,11
MO00843,RM0443,1112,653,459
MO00843,RM0206,1946,10,1936
MO00843,RM0200,1946,1262,684
MO00843,RM0175,1112,564,548
MO00843,RM0123,1946,289,1657
MO00844,RM0237,1158,170,988
MO00844,RM0317,579,517,62
MO00844,RM0304,579,42,537
MO00844,RM0161,386,281,105
MO00844,RM0118,965,519,446
MO00844,RM0160,772,336,436
MO00844,RM0427,965,462,503
MO00845,RM0341,752,267,485
MO00845,RM0377,752,141,611
MO00845,RM0436,752,633,119
MO00845,RM0150,1128,377,751
MO00845,RM0128,1504,1409,95
MO00845,RM0251,1316,809,507
MO00845,RM0387,940,482,458
MO00846,RM0169,1290,131,1159
MO00846,RM0338,1548,1030,518
MO00846,RM0482,258,170,88
MO00846,RM0318,1806,1401,405
MO00846,RM0187,2064,705,1359
MO00847,RM0269,1595,1360,235
MO00847,RM0277,2233,1567,666
MO00847,RM0376,319,219,100
MO00847,RM0101,1276,461,815
MO00847,RM0121,319,286,33
MO00847,RM0314,1595,881,714
MO00847,RM0219,1276,715,561
MO00848,RM0111,133,32,101
MO00848,RM0476,931,678,253
MO00848,RM0486,665,59,606
MO00848,RM0234,399,217,182
MO00848,RM0422,532,248,284
MO00848,RM0352,266,166,100
MO00849,RM0154,309,113,196
MO00849,RM0468,309,236,73
MO00849,RM0355,721,606,115
MO00849,RM0325,618,454,164
MO00850,RM0185,1386,1257,129
MO00850,RM0131,231,104,127
MO00850,RM0167,462,25,437
MO00850,RM0151,231,126,105
MO00851,RM0349,1547,1036,511
MO00851,RM0491,1768,1616,152
MO00851,RM0290,442,32,410
MO00851,RM0180,663,436,227
MO00851,RM0150,663,424,239
MO00851,RM0296,442,330,112
MO00851,RM0288,884,31,853
MO00852,RM0128,340,181,159
MO00852,RM0227,544,152,392
MO00852,RM0205,340,136,204
MO00852,RM0188,272,105,167
MO00852,RM0337,204,1,203
MO00852,RM0334,272,227,45
MO00852,RM0435,408,258,150
MO00852,RM0208,408,371,37
MO00853,RM0328,392,38,354
MO00853,RM0306,588,357,231
MO00853,RM0315,588,58,530
MO00853,RM0296,1372,744,628
MO00853,RM0113,1568,1395,173
MO00853,RM0378,1568,1363,205
MO00853,RM0363,1568,498,1070
MO00853,RM0165,1568,338,1230
MO00854,RM0374,714,343,371
MO00854,RM0249,476,198,278
MO00854,RM0140,119,112,7
MO00854,RM0251,119,23,96
MO00854,RM0157,595,81,514
MO00854,RM0244,238,197,41
MO00854,RM0150,238,162,76
MO00854,RM0293,476,412,64
MO00855,RM0384,876,814,62
MO00855,RM0156,438,226,212
MO00855,RM0102,584,328,256
MO00855,RM0307,730,54,676
MO00855,RM0101,584,305,279
MO00855,RM0278,876,253,623
MO00855,RM0468,438,305,133
MO00856,RM0418,287,210,77
MO00856,RM0256,82,49,33
MO00856,RM0372,246,59,187
MO00856,RM0262,205,13,192
MO00856,RM0468,328,318,10
MO00856,RM0451,123,8,115
MO00856,RM0338,123,39,84
MO00857,RM0439,345,82,263
MO00857,RM0423,207,189,18
MO00857,RM0473,552,28,524
MO00857,RM0305,414,403,11
MO00857,RM0287,483,344,139
MO00857,RM0348,207,85,122
MO00858,RM0445,1444,133,1311
MO00858,RM0234,1444,1381,63
MO00858,RM0415,361,194,167
MO00858,RM0368,1805,241,1564
MO00858,RM0241,361,286,75
MO00858,RM0426,1805,815,990
MO00858,RM0454,722,114,608
MO00858,RM0346,361,300,61
MO00859,RM0393,378,351,27
MO00859,RM0492,1134,263,871
MO00859,RM0153,3024,1323,1701
MO00859,RM0121,378,195,183
MO00859,RM0407,2646,2212,434
MO00859,RM0359,1512,1185,327
MO00859,RM0198,3024,2865,159
MO00860,RM0366,410,408,2
MO00860,RM0290,1230,397,833
MO00860,RM0490,205,178,27
MO00860,RM0312,1640,221,1419
MO00860,RM0235,820,167,653
MO00860,RM0234,205,89,116
MO00860,RM0454,1230,594,636
MO00860,RM0476,1640,1268,372
MO00861,RM0418,2534,484,2050
MO00861,RM0256,724,379,345
MO00861,RM0372,2172,1222,950
MO00861,RM0262,1810,1300,510
MO00861,RM0468,2896,2209,687
MO00861,RM0451,1086,285,801
MO00861,RM0338,1086,1054,32
MO00862,RM0405,780,305,475
MO00862,RM0214,1820,1785,35
MO00862,RM0331,1560,272,1288
MO00862,RM0462,520,136,384
MO00863,RM0459,1992,286,1706
MO00863,RM0133,1494,1243,251
MO00863,RM0124,1245,1210,35
MO00863,RM0482,498,340,158
MO00863,RM0138,1494,32,1462
